species,sector,banda,total,trans_official_name,file,data,transecte,horari_inici,horari_final,ornitoleg,month,calendar_date
Hirundo rustica,s2,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s3,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s4,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s5,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s6,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s1,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s2,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s3,>100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s4,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Hirundo rustica,s6,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s1,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s3,0-25 m,4,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s4,0-25 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s5,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s6,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s1,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s2,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s3,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s4,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s5,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s6,25-100 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s1,>100 m,3,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s2,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s3,>100 m,4,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s4,>100 m,3,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Galerida cristata,s6,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s1,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s2,0-25 m,2,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s3,0-25 m,10,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s4,0-25 m,20,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s5,0-25 m,20,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s6,0-25 m,20,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s1,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s2,25-100 m,5,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s3,25-100 m,15,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s4,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s5,25-100 m,40,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s6,25-100 m,30,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s1,>100 m,20,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s2,>100 m,20,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s3,>100 m,10,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s4,>100 m,50,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Passer sp.,s6,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s1,0-25 m,14,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s3,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s4,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s5,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s6,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s1,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s2,25-100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s3,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s4,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s5,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s6,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s1,>100 m,1,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s2,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s3,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s4,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s5,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Emberiza calandra,s6,>100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s1,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s2,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s3,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s4,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s5,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s6,0-25 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s1,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
Phalacrocorax carbo,s2,25-100 m,0,02. Gallinera,2024_cens_01_abril_gallinera.xlsx,06/04/2024,Gallinera,08:37,10:23,AO,abril,2024-04-06T00:00:00Z
